subject_id	subject_label	object_id	object_label	predicate_id	match_type	Comments																		
http://purl.obolibrary.org/obo/ENVO_03000066	sea ice floe	http://sweetontology.net/realmCryo/Floe	sea ice floe	skos:broadMatch	HumanCurated	ENVO sea ice floe is a more specific term than the SWEET term Floe.																		
http://purl.obolibrary.org/obo/ENVO_01001537	sea ice hummock	http://sweetontology.net/realmLandOrographic/Hummock	Hummock	skos:broadMatch	HumanCurated	The ENVO term is more specific than the SWEET term																		
http://purl.obolibrary.org/obo/ENVO_01001536	sea ice mass	http://sweetontology.net/realmCryo/SeaIce	SeaIce	skos:relatedMatch	HumanCurated	ENVO term is an accumulation of sea ice.																		
http://purl.obolibrary.org/obo/ENVO_01001550	sea-ice lead	http://sweetontology.net/realmCryo/Lead	Lead	skos:relatedMatch	HumanCurated	In SWEET a lead is a water substance while in ENVO it is a layer - (SWEET appears to confound composition and morphology) 																		
http://purl.obolibrary.org/obo/ENVO_01001553	shore lead	http://sweetontology.net/realmCryo/Lead	Lead	skos:relatedMatch	HumanCurated	SWEET doesn't have this level of granularity																		
http://purl.obolibrary.org/obo/ENVO_03400015	sleet pellet	http://sweetontology.net/phenAtmoPrecipitation/Sleet	Sleet	skos:relatedMatch	HumanCurated	SWEET has confounded the material with the process (double inheritance)																		
http://purl.obolibrary.org/obo/ENVO_01000406	snow	http://sweetontology.net/matrWater/Snow	Snow	skos:closeMatch	HumanCurated	Candidate Exact match if SWEET adopts the ENVO definition.																		
http://purl.obolibrary.org/obo/ENVO_01001617	snow accumulation process	http://sweetontology.net/phenCryo/Accumulation	Accumulation	skos:broadMatch	HumanCurated	Accumulation is a process in SWEET while ENVO distinguishes types of accumulation																		
http://purl.obolibrary.org/obo/ENVO_01001619	snow and ice accumulation process	http://sweetontology.net/phenCryo/Accumulation	Accumulation	skos:broadMatch	HumanCurated	Accumulation is a process in SWEET while ENVO distinguishes types of accumulation																		
http://purl.obolibrary.org/obo/ENVO_03400003	snow cover	http://sweetontology.net/phenHydro/SnowCover	SnowCover	skos:relatedMatch	HumanCurated	SWEET has two terms for snow cover (a thickness and a hydrospheric phenomenon);  																		
http://purl.obolibrary.org/obo/ENVO_03400003	snow cover	http://sweetontology.net/propSpaceThickness/SnowCover	SnowCover	skos:relatedMatch	HumanCurated	SWEET has two terms for snow cover (a thickness and a hydrospheric phenomenon);  																		
http://purl.obolibrary.org/obo/ENVO_03000141	snow layer	http://sweetontology.net/phenHydro/SnowCover	SnowCover	skos:relatedMatch	HumanCurated	SWEET has two terms for snow cover (a thickness and a hydrospheric phenomenon);  																		
http://purl.obolibrary.org/obo/ENVO_03000141	snow layer	http://sweetontology.net/propSpaceThickness/SnowCover	SnowCover	skos:relatedMatch	HumanCurated	SWEET has two terms for snow cover (a thickness and a hydrospheric phenomenon);  																		
http://purl.obolibrary.org/obo/ENVO_03000142	snow water equivalent	http://sweetontology.net/propSpaceThickness/SnowWaterEquivalent	SnowWaterEquivalent	skos:closeMatch	HumanCurated	Snow water equivalent is a quality in ENVO and a property in SWEET																		
http://purl.obolibrary.org/obo/ENVO_01000895	snowfall	http://sweetontology.net/phenAtmoPrecipitation/Snowfall	Snowfall	skos:closeMatch	HumanCurated	In ENVO this is a commitment to a water ice precipitation process; while in SWEET it is a type of atmospheric precipitation which is a phenomenon (which is ambiguous).  At the top level these may not be quite the same.																		
http://purl.obolibrary.org/obo/ENVO_03000116	snowpack	http://sweetontology.net/propSpaceThickness/Snowpack	Snowpack	skos:relatedMatch	HumanCurated	"In SWEET this is a thickness, in ENVO a mass"																		
http://purl.obolibrary.org/obo/ENVO_01000881	snowstorm	http://sweetontology.net/phenAtmoPrecipitation/Storm	Storm	skos:broadMatch	HumanCurated	SWEET does not have snowstorm																		
http://purl.obolibrary.org/obo/ENVO_01001880	subglacial	http://sweetontology.net/phenCryo/Subglacial	Subglacial	skos:relatedMatch	HumanCurated	SWEET has this in the phenomenon branch while it is a quality in ENVO																		
http://purl.obolibrary.org/obo/ENVO_01001881	supraglacial	http://sweetontology.net/phenCryo/Supraglacial	Supraglacial	skos:relatedMatch	HumanCurated	SWEET has this in the phenomenon branch while it is a quality in ENVO																		
http://purl.obolibrary.org/obo/ENVO_01001534	tabular iceberg	http://sweetontology.net/realmCryo/TabularIceberg	TabularIceberg	skos:closeMatch	HumanCurated	A candidate for exact match if SWEET adds ENVO's definition to SWEET's term																		
http://purl.obolibrary.org/obo/ENVO_00000552	talik	http://sweetontology.net/realmSoil/Talik	Talik	skos:relatedMatch	HumanCurated	In SWEET talik is a soil layer; but there is no definition.  In ENVO talik is an area of unfrozen ground surrounded by permafrost.																		
http://purl.obolibrary.org/obo/ENVO_01001509	terrestrial ice calf	http://sweetontology.net/realmCryo/Calf	Calf	skos:broadMatch	HumanCurated	SWEET Calf is less specific than ENVO terrestrial ice calf																		
http://purl.obolibrary.org/obo/ENVO_01001611	thawing process	http://sweetontology.net/procStateChange/Thawing	Thawing	skos:closeMatch	HumanCurated	Candidate Exact match if SWEET adopts the ENVO definition.																		
http://purl.obolibrary.org/obo/ENVO_03000085	thermokarst	http://sweetontology.net/realmLandGlacial/Thermokarst	Thermokarst	skos:closeMatch	HumanCurated	"In SWEET this is a landform, which is accurate - need to compare upper level layers to determine if an exact match could be made if SWEET adopted the ENVO definition"																		
http://purl.obolibrary.org/obo/ENVO_00000254	till plain	" 	

http://sweetontology.net/realmLandGlacial/TillPlain"	TillPlain	skos:relatedMatch	HumanCurated	"Despite having identical definitions, the SWEET till plain is a geometrical object; while the ENVO till plain is a material entity"																		
http://purl.obolibrary.org/obo/ENVO_01000180	tundra biome	http://sweetontology.net/realmCryo/Tundra	Tundra	skos:broadMatch	HumanCurated	ENVO refers to the ecosystem with its climax community SWEET is broader.																		
http://purl.obolibrary.org/obo/ENVO_03000140	tundra climate	http://sweetontology.net/realmClimateZone/ClimateClassification	ClimateClassification	skos:broadMatch	HumanCurated	SWEET doesn't have this level of granularity																		
http://purl.obolibrary.org/obo/ENVO_01001370	tundra ecosystem	http://sweetontology.net/realmCryo/Tundra	Tundra	skos:closeMatch	HumanCurated	"Candidate for Exact match if SWEET adopts the ENVO definition; however, it should be noted that the SWEET term links to links to http://purl.obolibrary.org/obo/ENVO_00000112 which is an area of tundra"																		
http://purl.obolibrary.org/obo/ENVO_01001545	two-dimensional fiat water ice surface	http://sweetontology.net/realmCryo/IceSurface	IceSurface	skos:relatedMatch	HumanCurated	Not clear how the top level terms of both ontologies relate with regards to the representation of surfaces or interfaces																		
http://purl.obolibrary.org/obo/ENVO_01000277	water ice	http://sweetontology.net/matrWater/Ice	Ice	skos:closeMatch	HumanCurated	Candidate Exact match if SWEET adopts the ENVO definition.																		
http://purl.obolibrary.org/obo/ENVO_01001530	water ice core	http://sweetontology.net/realmCryo/IceCore	IceCore	skos:closeMatch	HumanCurated	A candidate for exact match if SWEET adds ENVO's definition to SWEET's term																		
http://purl.obolibrary.org/obo/ENVO_01000846	water ice crystal	http://sweetontology.net/matrWater/IceCrystal	IceCrystal	skos:closeMatch	HumanCurated	Candidate Exact match. Placement in SWEET may need revision (mass noun vs countable entity). 																		
http://purl.obolibrary.org/obo/ENVO_01001543	water ice surface layer	http://sweetontology.net/realmCryo/IceSurface	IceSurface	skos:relatedMatch	HumanCurated	"Related as the ENVO superclass is more generic, including more kinds of ice than just water ice.  The SWEET class is specifically a planetary bounding layer.  It is not clear whether SWEET term includes more than water ice, thus we keep this and the mapping to ENVO ice surface layer."																		
http://purl.obolibrary.org/obo/ENVO_01000830	water-based rainfall	http://sweetontology.net/phenAtmoPrecipitation/Rainfall	Rainfall	skos:closeMatch	HumanCurated	Candidate Exact match. SWEET needs a definition and depending on what that becomes this could become exact match																		
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
