?label	?exact	?broad	?narrow	?related	?subset	?uri
"national geopolitical entity"	"nation"		"independent political entity"	"state"		"http://purl.obolibrary.org/obo/ENVO_00000009"
"national geopolitical entity"	"nation"		"independent sovereign nation"	"country"		"http://purl.obolibrary.org/obo/ENVO_00000009"
"national geopolitical entity"	"nation"		"independent sovereign nation"	"political entity"		"http://purl.obolibrary.org/obo/ENVO_00000009"
"national geopolitical entity"	"nation"		"independent sovereign nation"	"state"		"http://purl.obolibrary.org/obo/ENVO_00000009"
"national wildlife refuge"						"http://purl.obolibrary.org/obo/ENVO_00000364"
"natural arch"	"arches (natural formation)"			"sea arch"		"http://purl.obolibrary.org/obo/ENVO_00000414"
"natural arch"	"natural bridge"			"sea arch"		"http://purl.obolibrary.org/obo/ENVO_00000414"
"natural environment"						"http://purl.obolibrary.org/obo/ENVO_01000951"
"natural gas"						"http://purl.obolibrary.org/obo/ENVO_01000552"
"natural harbor"	"natural harbour"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000465"
"natural lake"						"http://purl.obolibrary.org/obo/ENVO_01001022"
"natural monument"						"http://purl.obolibrary.org/obo/ENVO_00000359"
"natural wax"						"http://purl.obolibrary.org/obo/ENVO_02000117"
"nautical squall"					"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001729"
"navigation canal"	"navigation canal"		"navigation canal"	"navigation channel"		"http://purl.obolibrary.org/obo/ENVO_00000048"
"navigation canal"	"navigation canal"		"navigation canal"	"ship cannal"		"http://purl.obolibrary.org/obo/ENVO_00000048"
"navigation canal"	"navigation channel"		"navigation canal"	"navigation channel"		"http://purl.obolibrary.org/obo/ENVO_00000048"
"navigation canal"	"navigation channel"		"navigation canal"	"ship cannal"		"http://purl.obolibrary.org/obo/ENVO_00000048"
"nebula"					"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01000806"
"necromass"	"dead biological matter"					"http://purl.obolibrary.org/obo/ENVO_01001395"
"necromass"	"dead biomass"					"http://purl.obolibrary.org/obo/ENVO_01001395"
"needleleaf forest"	"coniferous forest"					"http://purl.obolibrary.org/obo/ENVO_01000433"
"neritic epipelagic zone biome"						"http://purl.obolibrary.org/obo/ENVO_01000042"
"neritic mesopelagic zone biome"						"http://purl.obolibrary.org/obo/ENVO_01000043"
"neritic mussel bed"					"envoCmecs"	"http://purl.obolibrary.org/obo/ENVO_01001389"
"neritic mussel bed"					"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_01001389"
"neritic mussel reef"					"envoCmecs"	"http://purl.obolibrary.org/obo/ENVO_01001380"
"neritic mussel reef"					"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_01001380"
"neritic pelagic zone biome"						"http://purl.obolibrary.org/obo/ENVO_01000032"
"neritic sea surface microlayer biome"						"http://purl.obolibrary.org/obo/ENVO_01000041"
"nest of ant"	"ant's nest\t"			"ant hill"		"http://purl.obolibrary.org/obo/ENVO_00005804"
"nest of bird"	"bird nest"		"eyrie"			"http://purl.obolibrary.org/obo/ENVO_00005805"
"nest of bird"	"bird's nest"		"eyrie"			"http://purl.obolibrary.org/obo/ENVO_00005805"
"nest of termite"	"termite nest"					"http://purl.obolibrary.org/obo/ENVO_2000006"
"nesting material"						"http://purl.obolibrary.org/obo/ENVO_02000004"
"neutral hot spring"						"http://purl.obolibrary.org/obo/ENVO_00002181"
"neutral occluded front"					"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001717"
"neve"	"névé"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000000"
"new ice"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000063"
"new ice formation process"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000056"
"nilas"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000068"
"nilas formation process"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000058"
"nimbostratus cloud"					"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001411"
"nitisol"						"http://purl.obolibrary.org/obo/ENVO_00002247"
"nitrate-reducing sediment"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000135"
"nitrobenzene enriched sediment"						"http://purl.obolibrary.org/obo/ENVO_00002182"
"nitrogen cycling"				"nitrogen cycle"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01001330"
"nitrogen-oxygen planetary atmosphere"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000811"
"nival"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000344"
"nivation"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000003"
"noisy environment"						"http://purl.obolibrary.org/obo/ENVO_03500007"
"non-hydraulic cement"						"http://purl.obolibrary.org/obo/ENVO_01000464"
"non-saline aerosol environment"					"envoEmpo"	"http://purl.obolibrary.org/obo/ENVO_01001054"
"non-saline aerosol environment"					"envoOmics"	"http://purl.obolibrary.org/obo/ENVO_01001054"
"non-saline environment"					"envoEmpo"	"http://purl.obolibrary.org/obo/ENVO_01001003"
"non-saline planetary subsurface environment"					"envoEmpo"	"http://purl.obolibrary.org/obo/ENVO_01001047"
"non-saline planetary subsurface environment"					"envoMeo"	"http://purl.obolibrary.org/obo/ENVO_01001047"
"non-saline planetary subsurface environment"					"envoOmics"	"http://purl.obolibrary.org/obo/ENVO_01001047"
"non-saline sediment environment"					"envoEmpo"	"http://purl.obolibrary.org/obo/ENVO_01001049"
"non-saline sediment environment"					"envoOmics"	"http://purl.obolibrary.org/obo/ENVO_01001049"
"nuclear energy"						"http://purl.obolibrary.org/obo/ENVO_2000025"
"nuclear power plant"						"http://purl.obolibrary.org/obo/ENVO_00002271"
"nuclear weapons test site"						"http://purl.obolibrary.org/obo/ENVO_00000560"
"nucleation of cloud condensation"	"cloud seeding process"					"http://purl.obolibrary.org/obo/ENVO_01000913"
"nunatak"		"glacier feature"		"mountain summit"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000181"
"nunatak"		"glacier feature"		"nunatak"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000181"
"nunatak"		"glacier feature"		"nunataks"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000181"
"nunatak"		"glacier feature"		"peak"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000181"
"nurdle"						"http://purl.obolibrary.org/obo/ENVO_01000777"
"nursing home"	"care home"	"intermediate care facility"				"http://purl.obolibrary.org/obo/ENVO_01000932"
"nursing home"	"convalescent home"	"intermediate care facility"				"http://purl.obolibrary.org/obo/ENVO_01000932"
"nursing home"	"rest home"	"intermediate care facility"				"http://purl.obolibrary.org/obo/ENVO_01000932"
"nursing home"	"care home"	"long-term care facility"				"http://purl.obolibrary.org/obo/ENVO_01000932"
"nursing home"	"convalescent home"	"long-term care facility"				"http://purl.obolibrary.org/obo/ENVO_01000932"
"nursing home"	"rest home"	"long-term care facility"				"http://purl.obolibrary.org/obo/ENVO_01000932"
"nursing home"	"care home"	"skilled nursing facility"				"http://purl.obolibrary.org/obo/ENVO_01000932"
"nursing home"	"convalescent home"	"skilled nursing facility"				"http://purl.obolibrary.org/obo/ENVO_01000932"
"nursing home"	"rest home"	"skilled nursing facility"				"http://purl.obolibrary.org/obo/ENVO_01000932"
"nutricline"						"http://purl.obolibrary.org/obo/ENVO_01001675"
"nutricline within a water body"				"nutrient gradient"		"http://purl.obolibrary.org/obo/ENVO_01000260"
"oak woodland"						"http://purl.obolibrary.org/obo/ENVO_01000239"
"oasis"				"cienaga"		"http://purl.obolibrary.org/obo/ENVO_01001304"
"obsequent stream"		"watercourse"				"http://purl.obolibrary.org/obo/ENVO_00000493"
"observatory system"						"http://purl.obolibrary.org/obo/ENVO_01001470"
"observing system"						"http://purl.obolibrary.org/obo/ENVO_01001469"
"occluded front"		"occlusion"			"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001714"
"ocean"	"Ocean"			"ocean region"	"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_00000015"
"ocean"	"Ocean"			"ocean region"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000015"
"ocean"	"ocean"			"ocean region"	"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_00000015"
"ocean"	"ocean"			"ocean region"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000015"
"ocean acidification"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000631"
"ocean basin"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00002450"
"ocean biome"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000048"
"ocean current"	"ocean current"	"current"				"http://purl.obolibrary.org/obo/ENVO_00000147"
"ocean floor"	"ocean bed"			"ocean floor feature"		"http://purl.obolibrary.org/obo/ENVO_00000426"
"ocean planet"	"aquaplanet"				"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001136"
"ocean planet"	"panthalassic planet"				"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001136"
"ocean planet"	"water world"				"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001136"
"ocean strait"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000651"
"ocean surface stress"					"envoEOVs"	"http://purl.obolibrary.org/obo/ENVO_01001844"
"ocean surface stress"					"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_01001844"
"ocean thermal power station"	"OTEC power plant"					"http://purl.obolibrary.org/obo/ENVO_2000042"
"ocean thermal power station"	"OTEC power station"					"http://purl.obolibrary.org/obo/ENVO_2000042"
"ocean time series station"						"http://purl.obolibrary.org/obo/ENVO_00011764"
"ocean trench"	"Trench"			"deep"		"http://purl.obolibrary.org/obo/ENVO_00000275"
"ocean trench"	"Trench"			"undersea trench"		"http://purl.obolibrary.org/obo/ENVO_00000275"
"ocean trench"	"deep sea trench"			"deep"		"http://purl.obolibrary.org/obo/ENVO_00000275"
"ocean trench"	"deep sea trench"			"undersea trench"		"http://purl.obolibrary.org/obo/ENVO_00000275"
"ocean trench"	"ocean trench"			"deep"		"http://purl.obolibrary.org/obo/ENVO_00000275"
"ocean trench"	"ocean trench"			"undersea trench"		"http://purl.obolibrary.org/obo/ENVO_00000275"
"oceanic abyssopelagic zone biome"						"http://purl.obolibrary.org/obo/ENVO_01000038"
"oceanic bathypelagic zone biome"						"http://purl.obolibrary.org/obo/ENVO_01000037"
"oceanic benthopelagic zone biome"						"http://purl.obolibrary.org/obo/ENVO_01000040"
"oceanic crust"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000749"
"oceanic epipelagic zone biome"						"http://purl.obolibrary.org/obo/ENVO_01000035"
"oceanic front"						"http://purl.obolibrary.org/obo/ENVO_01000071"
"oceanic gyre"						"http://purl.obolibrary.org/obo/ENVO_01000074"
"oceanic hadal pelagic zone biome"						"http://purl.obolibrary.org/obo/ENVO_01000039"
"oceanic island"				"volcanic island"		"http://purl.obolibrary.org/obo/ENVO_00000222"
"oceanic mesopelagic zone biome"						"http://purl.obolibrary.org/obo/ENVO_01000036"
"oceanic mussel bed"					"envoCmecs"	"http://purl.obolibrary.org/obo/ENVO_01001388"
"oceanic mussel bed"					"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_01001388"
"oceanic mussel reef"					"envoCmecs"	"http://purl.obolibrary.org/obo/ENVO_01001381"
"oceanic mussel reef"					"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_01001381"
"oceanic pelagic zone biome"						"http://purl.obolibrary.org/obo/ENVO_01000033"
"oceanic sea surface microlayer biome"						"http://purl.obolibrary.org/obo/ENVO_01000034"
"oceanic subsurface zone"						"http://purl.obolibrary.org/obo/ENVO_01001045"
"oceanic temperate"						"http://purl.obolibrary.org/obo/ENVO_01000380"
"oceanic zone"	"OceanLayer"				"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_00000207"
"oceanic zone"	"OceanLayer"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000207"
"office"						"http://purl.obolibrary.org/obo/ENVO_01001224"
"office building"						"http://purl.obolibrary.org/obo/ENVO_01001221"
"oil"						"http://purl.obolibrary.org/obo/ENVO_00002985"
"oil contaminated soil"						"http://purl.obolibrary.org/obo/ENVO_00002875"
"oil field production water"						"http://purl.obolibrary.org/obo/ENVO_00002194"
"oil palm plantation"	"oil palm plantation"	"agricultural site"		"palm grove"		"http://purl.obolibrary.org/obo/ENVO_00000120"
"oil reservoir"						"http://purl.obolibrary.org/obo/ENVO_00002185"
"oil seep"				"methane seep"		"http://purl.obolibrary.org/obo/ENVO_00002063"
"oil seep"				"petroleam seep"		"http://purl.obolibrary.org/obo/ENVO_00002063"
"oil shale"	"kerogen shale"					"http://purl.obolibrary.org/obo/ENVO_02000119"
"oil sludge"						"http://purl.obolibrary.org/obo/ENVO_00002060"
"oil spill"						"http://purl.obolibrary.org/obo/ENVO_00002061"
"oil tank"						"http://purl.obolibrary.org/obo/ENVO_00002183"
"oil well"						"http://purl.obolibrary.org/obo/ENVO_01000003"
"old plant"						"http://purl.obolibrary.org/obo/ENVO_01000413"
"oligotrophic lake"						"http://purl.obolibrary.org/obo/ENVO_01000774"
"oligotrophic water"						"http://purl.obolibrary.org/obo/ENVO_00002223"
"olive grove"				"olive grove"		"http://purl.obolibrary.org/obo/ENVO_00000193"
"olive grove"				"wood"		"http://purl.obolibrary.org/obo/ENVO_00000193"
"omics observatory system"						"http://purl.obolibrary.org/obo/ENVO_01001475"
"open animal house"						"http://purl.obolibrary.org/obo/ENVO_01000918"
"open cage mariculture facility"						"http://purl.obolibrary.org/obo/ENVO_01001671"
"open cage mariculture process"						"http://purl.obolibrary.org/obo/ENVO_01001670"
"open eaves"						"http://purl.obolibrary.org/obo/ENVO_01000826"
"open-pit mine"						"http://purl.obolibrary.org/obo/ENVO_02000110"
"opencast mining"	"openpit mining"					"http://purl.obolibrary.org/obo/ENVO_01001441"
"opencast mining"	"strip mining"					"http://purl.obolibrary.org/obo/ENVO_01001441"
"orchard"	"orchard"	"agricultural site"				"http://purl.obolibrary.org/obo/ENVO_00000115"
"orchard"	"orchard"	"cropland"				"http://purl.obolibrary.org/obo/ENVO_00000115"
"orchard soil"						"http://purl.obolibrary.org/obo/ENVO_00005772"
"orchid soil"						"http://purl.obolibrary.org/obo/ENVO_00005768"
"ore"						"http://purl.obolibrary.org/obo/ENVO_02000094"
"organ"						"http://purl.obolibrary.org/obo/ENVO_01000162"
"organ culture"						"http://purl.obolibrary.org/obo/ENVO_02000010"
"organic material"	"biomass"					"http://purl.obolibrary.org/obo/ENVO_01000155"
"organic matter fall"						"http://purl.obolibrary.org/obo/ENVO_01000137"
"organic object"						"http://purl.obolibrary.org/obo/ENVO_01001814"
"organic object formed through microbial activity"	"microbial feature"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000007"
"organic waste material"		"organic waste"				"http://purl.obolibrary.org/obo/ENVO_00002873"
"organically enriched sediment"						"http://purl.obolibrary.org/obo/ENVO_00002202"
"ornithogenic soil"						"http://purl.obolibrary.org/obo/ENVO_00005782"
"oronasal secretion material"						"http://purl.obolibrary.org/obo/ENVO_02000035"
"outcrop"						"http://purl.obolibrary.org/obo/ENVO_01000302"
"outer planetary core"						"http://purl.obolibrary.org/obo/ENVO_01000642"
"outer space"		"space"			"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01000637"
"outflow cave"						"http://purl.obolibrary.org/obo/ENVO_00000324"
"outhouse"	"earth closet"			"dunny"		"http://purl.obolibrary.org/obo/ENVO_01000524"
"outhouse"	"earth closet"			"privy"		"http://purl.obolibrary.org/obo/ENVO_01000524"
"outhouse"	"latrine covering"			"dunny"		"http://purl.obolibrary.org/obo/ENVO_01000524"
"outhouse"	"latrine covering"			"privy"		"http://purl.obolibrary.org/obo/ENVO_01000524"
"outhouse"	"latrine shelter"			"dunny"		"http://purl.obolibrary.org/obo/ENVO_01000524"
"outhouse"	"latrine shelter"			"privy"		"http://purl.obolibrary.org/obo/ENVO_01000524"
"outlet glacier"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000459"
"outwash fan"						"http://purl.obolibrary.org/obo/ENVO_00000434"
"overflow structure"		"overfall"				"http://purl.obolibrary.org/obo/ENVO_01000863"
"oxbow lake"						"http://purl.obolibrary.org/obo/ENVO_00000202"
"oxic lake"	"oxygenated lake"			"aerobic lake"		"http://purl.obolibrary.org/obo/ENVO_01001076"
"oxic water"						"http://purl.obolibrary.org/obo/ENVO_01001063"
"oxygen cycling"	"global carbon cycling"					"http://purl.obolibrary.org/obo/ENVO_2000046"
"ozone layer"	"ozone shield"			"ozone layer"		"http://purl.obolibrary.org/obo/ENVO_01000542"
"pack ice mass"				"drift ice"		"http://purl.obolibrary.org/obo/ENVO_01001556"
"paddy field"						"http://purl.obolibrary.org/obo/ENVO_00000297"
"paddy field soil"				"rice paddy soil"		"http://purl.obolibrary.org/obo/ENVO_00005740"
"paint"						"http://purl.obolibrary.org/obo/ENVO_02000123"
"palsa"	"palsa bog"					"http://purl.obolibrary.org/obo/ENVO_00000489"
"palsa"	"palsamoor"					"http://purl.obolibrary.org/obo/ENVO_00000489"
"palsa mire"						"http://purl.obolibrary.org/obo/ENVO_00000188"
"pancake ice"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000067"
"pantothenate enriched soil"						"http://purl.obolibrary.org/obo/ENVO_00003088"
"paper product"						"http://purl.obolibrary.org/obo/ENVO_00003895"
"paraffin lamp"	"kerosene lamp"					"http://purl.obolibrary.org/obo/ENVO_01000561"
"paraffin lantern"	"barn lantern"					"http://purl.obolibrary.org/obo/ENVO_01000567"
"paraffin lantern"	"hurricane lantern"					"http://purl.obolibrary.org/obo/ENVO_01000567"
"paraffin lantern"	"kerosene lantern"					"http://purl.obolibrary.org/obo/ENVO_01000567"
"paraffin oil"	"liquid paraffin"	"paraffin"				"http://purl.obolibrary.org/obo/ENVO_01000551"
"paraffin wax"						"http://purl.obolibrary.org/obo/ENVO_02000118"
"paraffin wax fume"						"http://purl.obolibrary.org/obo/ENVO_02000114"
"park"						"http://purl.obolibrary.org/obo/ENVO_00000562"
"part of a landmass"						"http://purl.obolibrary.org/obo/ENVO_01001781"
"partially_surrounded_by"						"http://purl.obolibrary.org/obo/ENVO_01001307"
"particle beam radiation"					"environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01001025"
"particle beam radiation"					"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001025"
"particle of silt"						"http://purl.obolibrary.org/obo/ENVO_00000343"
"particle radiation"					"environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01001024"
"particle radiation"					"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001024"
"particulate matter"					"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01000060"
"particulate matter"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000060"
